pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1199 b,TOI-1199,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,3.671463,0.000003,-0.000003,0,0.04988,0.00091,-0.00091,0,10.514,0.28,-0.28,0,0.938,0.025,-0.025,0,75.96099,6.35657,-6.35657,0,0.239,0.02,-0.02,0,Mass,0.03,0.029,-0.029,0,,,,,1486,20,-20,0,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,,5710,40,-40,0,1.45,0.03,-0.03,0,1.23,0.07,-0.07,0,0.44,0.04,-0.04,0,[Fe/H],4.19,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h07m31.36s,166.8806581,+61d21m09.26s,61.3525723,248.427,1.792,-1.767,11.093,0.007,-0.007,9.466,0.015,-0.015,10.8853,0.000391,-0.000391,05-03-2024,2024-02,05-03-2024
TOI-1201 b,TOI-1201,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,2.4919863,0.000003,-0.0000031,0,0.0287,0.0012,-0.0012,0,2.415,0.091,-0.09,0,0.215,0.008,-0.008,0,6.28,0.84,-0.88,0,0.01976,0.00264,-0.00277,0,Mass,0,,,0,40.6,3.6,-3.2,0,703,15,-14,0,0,<a refstr=KOSSAKOWSKI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...656A.124K/abstract target=ref>Kossakowski et al. 2021</a>,M2.0 V,3476,51,-51,0,0.51,0.02,-0.02,0,0.51,0.02,-0.02,0,0.05,0.16,-0.16,0,[Fe/H],4.8,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h48m59.45s,42.2476999,-14d32m14.22s,-14.5372835,37.8871,0.0516,-0.0516,12.26,0.2,-0.2,8.646,0.029,-0.029,12.0966,0.000609,-0.000609,27-09-2021,2021-12,27-09-2021
TOI-122 b,TOI-122,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.07803,0.000015,-0.000015,0,0.0392,0.0007,-0.0007,0,2.72,0.18,-0.18,0,0.243,0.016,-0.016,0,,,,,,,,,,0,,,0,8.8,1,-1,0,471,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M3 V,3403,100,-100,0,0.33,0.01,-0.01,0,0.31,0.01,-0.01,0,,,,,,4.88,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h11m47.58s,332.9482355,-58d56m45.91s,-58.946085,62.118,0.2165,-0.2151,15.526,0.026,-0.026,10.771,0.021,-0.021,14.3357,0.000442,-0.000442,10-12-2020,2021-01,17-12-2020
TOI-1221 b,TOI-1221,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..217M/abstract target=ref>Mann et al. 2023</a>,91.68278,0.00032,-0.00041,0,0.387,0.026,-0.023,0,2.91,0.13,-0.12,0,0.26,0.012,-0.011,0,1112.39942,,,1,3.5,,,1,Mass,0.21,,,1,6.06,0.85,-0.77,0,440,60,-60,0,1,<a refstr=MANN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..217M/abstract target=ref>Mann et al. 2023</a>,,5592,50,-50,0,1.03,0.02,-0.02,0,0.93,0.22,-0.22,0,0.06,0.08,-0.08,0,[Fe/H],4.38,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m41.05s,107.9210254,-65d30m31.88s,-65.5088568,138.411,0.387,-0.386,10.494,0.006,-0.006,9.036,0.021,-0.021,10.5262,0.000245,-0.000245,16-05-2023,2023-05,16-05-2023
TOI-1227 b,TOI-1227,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,27.36397,0.00011,-0.00011,0,0.0886,0.0054,-0.0057,0,9.572,0.751,-0.583,0,0.854,0.067,-0.052,0,,,,,,,,,,,,,,3.21,0.38,-0.36,0,,,,,0,<a refstr=MANN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..156M/abstract target=ref>Mann et al. 2022</a>,M4.5V-M5V,3072,74,-74,0,0.56,0.03,-0.03,0,0.17,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h27m04.17s,186.7673635,-72d27m06.66s,-72.4518501,100.641,0.573,-0.566,16.999,1.133,-1.133,11.034,0.021,-0.021,15.2514,0.000848,-0.000848,28-03-2022,2022-04,28-03-2022
TOI-1231 b,TOI-1231,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,24.245586,0.000064,-0.000066,0,0.1288,0.0021,-0.0022,0,3.65,0.16,-0.15,0,0.326,0.014,-0.013,0,15.4,3.3,-3.3,0,0.04845,0.01038,-0.01038,0,Mass,0.087,0.12,-0.061,0,1.93,0.1,-0.1,0,330,4,-4,0,0,<a refstr=BURT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162...87B/abstract target=ref>Burt et al. 2021</a>,M3 V,3553,51,-52,0,0.48,0.01,-0.01,0,0.48,0.02,-0.02,0,0.041,0.069,-0.063,0,[Fe/H],4.77,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h26m59.34s,156.74726,-52d28m04.34s,-52.4678724,27.6227,0.0609,-0.0609,12.36,0.2,-0.2,8.069,0.026,-0.026,11.36,0.000922,-0.000922,09-11-2021,2021-09,09-11-2021
TOI-1235 b,TOI-1235,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LUQUE__AMP__PALL_EACUTE__2022 href=https://ui.adsabs.harvard.edu/abs/2022Sci...377.1211L/abstract target=ref>Luque &amp; Pall&eacute; 2022</a>,3.444714,0.00009,-0.00009,0,,,,,1.69,0.08,-0.08,0,0.151,0.007,-0.007,0,6.69,0.67,-0.69,0,0.02105,0.00211,-0.00217,0,Mass,0.049,0.072,-0.035,0,,,,,,,,,0,<a refstr=BLUHM_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...639A.132B/abstract target=ref>Bluhm et al. 2020</a>,M0.5 V,3997,51,-51,0,0.62,0.02,-0.02,0,0.63,0.02,-0.02,0,0.33,0.16,-0.16,0,[Fe/H],4.64,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h08m52.38s,152.2182549,+69d16m35.83s,69.2766204,39.6345,0.0478,-0.0478,11.495,0.056,-0.056,7.893,0.023,-0.023,10.8492,0.000519,-0.000519,10-07-2023,2022-09,10-07-2023
TOI-1246 b,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,4.30744,0.00002,-0.00002,0,0.049,0.002,-0.002,0,3.01,0.06,-0.06,0,0.269,0.005,-0.005,0,8.1,1.1,-1.1,0,0.02549,0.00346,-0.00346,0,Mass,,,,,196,,,0,955,,,0,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,03-05-2022,2022-04,03-05-2022
TOI-1246 c,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,5.904144,0.000083,-0.000083,0,0.061,0.002,-0.002,0,2.51,0.08,-0.08,0,0.224,0.007,-0.007,0,8.8,1.2,-1.2,0,0.02769,0.00378,-0.00378,0,Mass,,,,,129,,,0,860,,,0,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,03-05-2022,2022-04,03-05-2022
TOI-1246 d,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,18.6559,0.00048,-0.00048,0,0.131,0.004,-0.004,0,3.51,0.09,-0.09,0,0.313,0.008,-0.008,0,5.3,1.7,-1.7,0,0.01668,0.00535,-0.00535,0,Mass,,,,,28,,,0,586,,,0,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,03-05-2022,2022-04,03-05-2022
TOI-1246 e,TOI-1246,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,37.9216,0.001,-0.001,0,0.211,0.007,-0.007,0,3.78,0.16,-0.16,0,0.337,0.014,-0.014,0,14.8,2.3,-2.3,0,0.04657,0.00724,-0.00724,0,Mass,,,,,11,,,0,462,,,0,1,<a refstr=TURTELBOOM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220411895T/abstract target=ref>Turtelboom et al. 2022</a>,K V,5151,100,-100,0,0.86,0.05,-0.05,0,0.87,0.03,-0.03,0,0.17,0.06,-0.06,0,[Fe/H],4.4,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h44m27.81s,251.1158702,+70d25m47.97s,70.4299917,169.422,0.673,-0.669,11.632,0.024,-0.024,9.907,0.036,-0.036,11.7291,0.000159,-0.000159,03-05-2022,2022-04,03-05-2022
TOI-125 b,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,4.65382,0.00033,-0.00031,0,0.05186,0.00086,-0.00077,0,2.726,0.075,-0.075,0,0.243,0.007,-0.007,0,9.5,0.88,-0.88,0,0.02989,0.00277,-0.00277,0,Mass,0.194,0.041,-0.036,0,185,9,-9,0,1037,11,-11,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,[Fe/H],4.52,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411,06-02-2020,2020-03,13-02-2020
TOI-125 c,TOI-125,1,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,9.15059,0.0007,-0.00082,0,0.0814,0.0013,-0.0013,0,2.759,0.1,-0.1,0,0.246,0.009,-0.009,0,6.63,0.99,-0.99,0,0.02086,0.00311,-0.00311,0,Mass,0.066,0.07,-0.047,0,77.59,3.31,-3.31,0,828,9,-9,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,[Fe/H],4.52,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411,06-02-2020,2020-03,13-02-2020
TOI-125 d,TOI-125,1,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,19.98,0.005,-0.0056,0,0.137,0.0022,-0.0022,0,2.93,0.17,-0.17,0,0.261,0.015,-0.015,0,13.6,1.2,-1.2,0,0.04279,0.00378,-0.00378,0,Mass,0.168,0.088,-0.062,0,26.7,1.4,-1.4,0,638,7,-7,0,0,<a refstr=NIELSEN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.492.5399N/abstract target=ref>Nielsen et al. 2020</a>,K0 V,5320,39,-39,0,0.85,0.01,-0.01,0,0.86,0.04,-0.04,0,-0.02,0.03,-0.03,0,[Fe/H],4.52,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h34m22.42s,23.5934253,-66d40m34.86s,-66.6763495,111.059,0.444,-0.44,11.023,0.008,-0.008,8.995,0.021,-0.021,10.718,0.000411,-0.000411,06-02-2020,2020-03,13-02-2020
TOI-1259 A b,TOI-1259 A,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,3.477978,0.0000019,-0.0000017,0,0.0407,0.00114,-0.0011,0,11.456,0.336,-0.303,0,1.022,0.03,-0.027,0,140.16233,15.57359,-14.93794,0,0.441,0.049,-0.047,0,Mass,0,,,0,,,,,963,21,-21,0,0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.507.4132M/abstract target=ref>Martin et al. 2021</a>,,4775,100,-100,0,0.71,0.02,-0.02,0,0.74,0.06,-0.06,0,-0.5,0.5,-0.5,0,[Fe/H],4.61,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m24.04s,282.1001665,+79d15m23.31s,79.2564761,118.106,0.375,-0.372,12.079,0.046,-0.046,9.619,0.018,-0.018,11.8104,0.000852,-0.000852,12-07-2021,2021-11,12-07-2021
TOI-1260 b,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,3.127463,0.000005,-0.000005,0,0.0367,0.0011,-0.0011,0,2.41,0.05,-0.05,0,0.215,0.004,-0.004,0,8.56,1.54,-1.54,0,0.02693,0.00485,-0.00485,0,Mass,0,,,0,95.58,0.07,-0.07,0,871,24,-24,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,17-12-2022,2022-12,17-12-2022
TOI-1260 c,TOI-1260,1,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,7.493134,0.00002,-0.00002,0,0.0657,0.002,-0.002,0,2.76,0.07,-0.07,0,0.246,0.006,-0.006,0,13.2,4.23,-4.23,0,0.04153,0.01331,-0.01331,0,Mass,0,,,0,29.81,0.05,-0.05,0,651,18,-18,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,17-12-2022,2022-12,17-12-2022
TOI-1260 d,TOI-1260,1,1,3,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,16.608164,0.000083,-0.000083,0,0.1116,0.0033,-0.0033,0,3.12,0.08,-0.08,0,0.278,0.007,-0.007,0,11.84,7.79,-7.79,0,0.03725,0.02451,-0.02451,0,Mass,0,,,0,10.32,0.07,-0.07,0,499,14,-14,0,0,<a refstr=LAM_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221204307L/abstract target=ref>Lam et al. 2022</a>,,4227,85,-85,0,0.67,0.01,-0.01,0,0.68,0.1,-0.06,0,-0.1,0.07,-0.07,0,[Fe/H],4.57,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h28m34.58s,157.1440712,+65d51m15.11s,65.8541986,73.5977,0.1607,-0.1601,11.922,0.034,-0.034,8.95,0.022,-0.022,11.5743,0.000536,-0.000536,17-12-2022,2022-12,17-12-2022
TOI-1266 b,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,10.894841,0.000011,-0.000011,0,0.0728,0.0011,-0.0011,0,2.62,0.11,-0.11,0,0.234,0.01,-0.01,0,4.23,0.69,-0.69,0,0.01331,0.00217,-0.00217,0,Mass,0.22,,,1,5.5,1.1,-1,0,425,20,-19,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618,157,-157,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,25-03-2024,2024-01,25-03-2024
TOI-1266 c,TOI-1266,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,18.801611,0.000053,-0.000053,0,0.1047,0.0016,-0.0016,0,2.13,0.12,-0.12,0,0.19,0.011,-0.011,0,2.88,0.8,-0.8,0,0.00906,0.00252,-0.00252,0,Mass,0.34,,,1,2.7,0.5,-0.4,0,354,16,-16,0,1,<a refstr=CLOUTIER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.5464C/abstract target=ref>Cloutier et al. 2024</a>,M3 V,3618,157,-157,0,0.44,0.01,-0.01,0,0.43,0.02,-0.02,0,-0.195,0.115,-0.115,0,[Fe/H],4.79,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h11m59.18s,197.9965833,+65d50m01.31s,65.8336973,36.0118,0.0295,-0.0295,12.941,0.049,-0.049,8.84,0.02,-0.02,12.1222,0.000249,-0.000249,25-03-2024,2024-01,25-03-2024
TOI-1268 b,TOI-1268,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,8.1577094,0.0000045,-0.0000045,0,0.0711,0.0063,-0.0058,0,9.1,0.6,-0.6,0,0.812,0.054,-0.054,0,96.4,8.2,-8.3,0,0.30331,0.0258,-0.02611,0,Mass,0.105,0.04,-0.039,0,,,,,919,30,-31,0,0,<a refstr=_SCARON_UBJAK_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220113341S/abstract target=ref>&Scaron;ubjak et al. 2022</a>,K1-K2,5300,100,-100,0,0.92,0.06,-0.06,0,0.96,0.04,-0.04,0,0.36,0.06,-0.06,0,[Fe/H],4.55,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h13m33.26s,198.3885831,+62d18m19.37s,62.3053799,109.557,0.545,-0.54,10.92,0.008,-0.008,8.911,0.014,-0.014,10.692,0.000739,-0.000739,28-03-2022,2022-01,28-03-2022
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,3.31599,0.00002,-0.00002,0,0.0412,0.0008,-0.0008,0,4.14,0.21,-0.21,0,0.369,0.019,-0.019,0,24.6,2.3,-2.3,0,0.0774,0.00724,-0.00724,0,Mass,0.338,0.056,-0.062,0,,,,,961,32,-32,0,0,<a refstr=MACDOUGALL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220614327M/abstract target=ref>MacDougall et al. 2022</a>,,4985,121,-121,0,0.79,0.03,-0.03,0,0.85,0.05,-0.05,0,0.17,0.06,-0.06,0,[Fe/H],4.55,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,199.1962036,+49d51m39.81s,49.8610591,137.572,0.403,-0.401,11.758,0.046,-0.046,9.701,0.02,-0.02,11.6,0.000497,-0.000497,12-07-2022,2022-06,12-07-2022
