pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-2158 b,TOI-2158,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,8.60077,0.00003,-0.00003,0,0.075,0.004,-0.004,0,10.761,0.135,-0.135,0,0.96,0.012,-0.012,0,260.61929,25.42627,-25.42627,0,0.82,0.08,-0.08,0,Mass,0.07,,,1,,,,,1188,10,-10,0,0,<a refstr=KNUDSTRUP_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220413956K/abstract target=ref>Knudstrup et al. 2022</a>,,5673,50,-50,0,1.41,0.03,-0.03,0,1.12,0.12,-0.12,0,0.47,0.08,-0.08,0,[Fe/H],4.19,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h27m14.41s,276.8100527,+20d31m36.79s,20.5268868,198.473,1.403,-1.383,10.887,0.006,-0.006,9.071,0.018,-0.018,10.6718,0.000247,-0.000247,19-09-2022,2022-04,19-09-2022
TOI-216.01,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,34.525528,,,0,,,,,10.1,0.2,-0.2,0,0.901,0.018,-0.018,0,177.98391,6.35657,-6.35657,0,0.56,0.02,-0.02,0,Mass,0.0046,0.0027,-0.0012,0,,,,,,,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,,,,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,0.883,-0.875,12.324,0.069,-0.069,10.218,0.021,-0.021,12.1631,0.000583,-0.000583,12-04-2022,2021-04,12-04-2022
TOI-216.02,TOI-216,1,1,2,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,17.16073,,,0,,,,,8,3,-2,0,0.714,0.268,-0.178,0,18.75188,0.63566,-0.63566,0,0.059,0.002,-0.002,0,Mass,0.16,0.003,-0.002,0,,,,,,,,,1,<a refstr=DAWSON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..161D/abstract target=ref>Dawson et al. 2021</a>,,,,,,0.75,0.01,-0.01,0,0.77,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h55m55.20s,73.9800129,-63d15m37.19s,-63.2603301,177.945,0.883,-0.875,12.324,0.069,-0.069,10.218,0.021,-0.021,12.1631,0.000583,-0.000583,12-04-2022,2021-04,12-04-2022
TOI-2180 b,TOI-2180,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,260.79,0.59,-0.58,0,0.828,0.012,-0.012,0,11.321,0.247,-0.213,0,1.01,0.022,-0.019,0,875.61726,27.65107,-25.7441,0,2.755,0.087,-0.081,0,Mass,0.3683,0.0073,-0.0073,0,2.71,0.13,-0.13,0,348,3,-4,0,1,<a refstr=DALBA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...61D/abstract target=ref>Dalba et al. 2022</a>,G5,5695,58,-60,0,1.64,0.03,-0.03,0,1.11,0.05,-0.05,0,0.253,0.057,-0.057,0,[Fe/H],4.06,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h31m46.47s,277.94363,+56d39m02.44s,56.6506789,116.685,0.267,-0.266,9.162,0.002,-0.002,7.604,0.016,-0.016,9.01133,0.000236,-0.000236,10-01-2022,2022-02,10-01-2022
TOI-2184 b,TOI-2184,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,6.90683,0.00009,-0.00009,0,,,,,11.4,0.572,-0.572,0,1.017,0.051,-0.051,0,206.58846,50.85255,-50.85255,0,0.65,0.16,-0.16,0,Mass,0.08,0.07,-0.07,0,1429,151,-151,0,,,,,0,<a refstr=SAUNDERS_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...53S/abstract target=ref>Saunders et al. 2022</a>,,5966,136,-136,0,2.9,0.14,-0.14,0,1.53,0.12,-0.12,0,0.14,0.08,-0.08,0,[Fe/H],3.7,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h43m19.95s,100.8331246,-66d56m51.56s,-66.9476563,788.317,13.414,-12.98,12.254,0.04,-0.04,10.41,0.019,-0.019,11.8482,0.000252,-0.000252,31-01-2022,2022-02,31-01-2022
TOI-2193 A b,TOI-2193 A,1,2,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,2.1225735,0.0000016,-0.0000016,0,0.03319,0.00052,-0.00051,0,19.84,,,0,1.77,,,0,298.7587,57.20911,-57.20911,0,0.94,0.18,-0.18,0,Mass,0,,,0,1600,81,-81,0,1763,21,-22,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,5966,73,-72,0,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,0.027,0.066,-0.052,0,[Fe/H],4.28,0.03,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m45.90s,313.691232,-72d48m16.71s,-72.8046404,337.064,2.385,-2.351,11.976,0.021,-0.021,10.383,0.021,-0.021,11.8135,0.000203,-0.000203,29-08-2022,2022-08,29-08-2022
TOI-2194 b,TOI-2194,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,15.337597,0.001585,-0.001616,0,,,,,1.989,0.131,-0.067,0,0.177,0.012,-0.006,0,,,,,,,,,,,,,,,,,,591,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4756,50,-50,0,0.69,0.05,-0.05,0,0.74,0.09,-0.09,0,-0.372,0.1,-0.1,0,[m/H],4.7,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m37.52s,299.1563393,-31d20m06.65s,-31.3351812,19.5711,0.0377,-0.0376,8.42,0.03,-0.03,5.869,0.024,-0.024,8.06594,0.00035,-0.00035,26-05-2023,2023-01,26-05-2023
TOI-2196 b,TOI-2196,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,1.1947268,0.0000079,-0.0000093,0,0.02234,0.0006,-0.0006,0,3.51,0.15,-0.15,0,0.313,0.013,-0.013,0,26,1.3,-1.3,0,0.08181,0.00409,-0.00409,0,Mass,0,,,0,2000,100,-100,0,1860,20,-20,0,0,<a refstr=PERSSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220805797P/abstract target=ref>Persson et al. 2022</a>,G V,5634,31,-31,0,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,0.14,0.05,-0.05,0,[Fe/H],4.42,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h49m21.62s,312.3400744,-70d29m06.26s,-70.4850723,259.947,2.036,-2.005,12.297,0.028,-0.028,10.346,0.023,-0.023,11.8259,0.000228,-0.000228,23-08-2022,2022-08,23-08-2022
TOI-220 b,TOI-220,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,10.695264,0.000086,-0.000086,0,0.08911,0.001,-0.001,0,3.03,0.15,-0.15,0,0.27,0.013,-0.013,0,13.8,1,-1,0,0.04342,0.00315,-0.00315,0,Mass,0.032,0.038,-0.023,0,,,,,805,21,-21,0,0,<a refstr=HOYER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.505.3361H/abstract target=ref>Hoyer et al. 2021</a>,K0 V,5298,65,-65,0,0.86,0.03,-0.03,0,0.82,0.03,-0.03,0,-0.217,0.044,-0.044,0,[Fe/H],4.37,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h07m11.93s,91.7996988,-61d59m49.96s,-61.9972098,90.7402,0.1715,-0.1709,10.466,0.007,-0.007,8.542,0.025,-0.025,10.1897,0.000282,-0.000282,28-05-2021,2021-08,28-05-2021
TOI-2202 b,TOI-2202,1,1,2,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,11.9101,0.0022,-0.0036,0,0.09564,0.00156,-0.00161,0,11.321,5.851,-0.897,0,1.01,0.522,-0.08,0,310.83618,20.02319,-18.68831,0,0.978,0.063,-0.0588,0,Mass,0.042,0.0255,-0.0075,0,,,,,,,,,1,<a refstr=TRIFONOV_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..283T/abstract target=ref>Trifonov et al. 2021</a>,K8 V,5144,50,-50,0,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,0.04,0.05,-0.05,0,[Fe/H],4.55,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h24m54.82s,51.2284214,-73d57m27.16s,-73.9575458,235.933,1.051,-1.041,13.004,0.103,-0.103,10.8,0.023,-0.023,12.7606,0.00035,-0.00035,23-08-2021,2021-12,23-08-2021
TOI-2207 b,TOI-2207,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,8.001968,0.000024,-0.000025,0,0.0854,0.0015,-0.0016,0,11.153,0.314,-0.303,0,0.995,0.028,-0.027,0,203.41018,31.78284,-38.13941,0,0.64,0.1,-0.12,0,Mass,0.174,0.048,-0.052,0,406,19,-18,0,1259,16,-15,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6101,75,-73,0,1.56,0.04,-0.04,0,1.3,0.07,-0.07,0,0.181,0.086,-0.086,0,[Fe/H],4.16,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m23.21s,307.5966925,-44d53m15.43s,-44.8876181,373.345,6.487,-6.273,11.316,0.019,-0.019,10.133,0.023,-0.023,11.3545,0.000459,-0.000459,29-08-2022,2022-08,29-08-2022
TOI-2236 b,TOI-2236,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,3.5315902,0.0000026,-0.0000026,0,0.05009,0.0008,-0.00082,0,14.37,0.359,-0.347,0,1.282,0.032,-0.031,0,502.16888,127.13136,-123.95308,0,1.58,0.4,-0.39,0,Mass,0,0.048,-0.052,0,1356,62,-65,0,1688,19,-21,0,0,<a refstr=YEE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....164...70Y/abstract target=ref>Yee et al. 2022</a>,,6248,72,-77,0,1.57,0.03,-0.03,0,1.34,0.07,-0.07,0,0.119,0.081,-0.078,0,[Fe/H],4.17,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h20m39.84s,20.1660113,-86d58m47.87s,-86.979965,355.59,2.461,-2.427,11.6,0.015,-0.015,9.96,0.021,-0.021,11.2905,0.000316,-0.000316,29-08-2022,2022-08,29-08-2022
TOI-2257 b,TOI-2257,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,35.189346,0.00009,-0.00009,0,0.145,0.003,-0.003,0,2.194,0.113,-0.111,0,0.196,0.01,-0.01,0,,,,,,,,,,0.496,0.216,-0.133,0,,,,,256,61,-17,0,0,<a refstr=SCHANCHE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...657A..45S/abstract target=ref>Schanche et al. 2022</a>,M3,3430,130,-130,0,0.31,0.01,-0.01,0,0.33,0.02,-0.02,0,-0.27,0.37,-0.37,0,[Fe/H],4.97,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h58m57.51s,194.7396141,+77d39m42.18s,77.6617157,57.7911,0.1053,-0.1049,15.211,0.034,-0.034,10.673,0.016,-0.016,14.1615,0.000437,-0.000437,09-11-2021,2022-01,09-11-2021
TOI-2260 b,TOI-2260,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,0.3524728,0.0000047,-0.0000047,0,0.0097,0.0001,-0.0001,0,1.62,0.13,-0.13,0,0.145,0.012,-0.012,0,,,,,,,,,,,,,,,,,,2609,86,-86,0,0,<a refstr=GIACALONE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163...99G/abstract target=ref>Giacalone et al. 2022</a>,G V,5534,100,-100,0,0.94,0.05,-0.05,0,0.99,0.04,-0.04,0,0.22,0.06,-0.06,0,[Fe/H],4.62,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m40.08s,247.6669998,+49d02m48.44s,49.0467891,101.251,0.284,-0.283,10.474,0.006,-0.006,8.684,0.016,-0.016,10.2488,0.000816,-0.000816,15-02-2022,2022-02,15-02-2022
TOI-2266 b,TOI-2266,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,2.326318,0.0000048,-0.0000048,0,0.02,0.002,-0.002,0,1.54,0.09,-0.09,0,0.137,0.008,-0.008,0,,,,,,,,,,,,,,13,3,-3,0,550,47,-47,0,0,<a refstr=PARVIAINEN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240111879P/abstract target=ref>Parviainen et al. 2024</a>,M5.0+0.5-0.5,3200,170,-170,0,0.24,0.01,-0.01,0,0.23,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h21m07.21s,245.2800398,+31d34m37.35s,31.5770413,51.6004,0.1297,-0.1291,16.54,0.2,-0.2,11.017,0.021,-0.021,14.8319,0.000531,-0.000531,05-02-2024,2024-01,05-02-2024
TOI-2285 b,TOI-2285,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,27.26955,0.00013,-0.0001,0,0.1363,0.001,-0.001,0,1.74,0.08,-0.08,0,0.155,0.007,-0.007,0,19.5,,,1,0.06135,,,1,Mass,0.3,0.1,-0.09,0,1.54,0.14,-0.14,0,284,6,-6,0,0,<a refstr=FUKUI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022PASJ...74L...1F/abstract target=ref>Fukui et al. 2022</a>,,3491,58,-58,0,0.46,0.01,-0.01,0,0.45,0.01,-0.01,0,-0.05,0.12,-0.12,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h10m15.18s,332.5632644,+58d42m21.94s,58.7060934,42.409,0.047,-0.047,13.403,0.092,-0.092,9.034,0.022,-0.022,12.4314,0.000384,-0.000384,25-10-2021,2022-02,25-10-2021
TOI-2337 b,TOI-2337,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,2.99432,0.00008,-0.00008,0,,,,,10.088,1.121,-1.121,0,0.9,0.1,-0.1,0,508.52545,47.67426,-47.67426,0,1.6,0.15,-0.15,0,Mass,0.019,0.017,-0.017,0,,,,,,,,,0,<a refstr=GRUNBLATT_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163..120G/abstract target=ref>Grunblatt et al. 2022</a>,,4780,100,-100,0,3.22,0.06,-0.06,0,1.32,0.12,-0.12,0,0.39,0.06,-0.06,0,[Fe/H],3.5,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.77s,290.6198948,+60d51m14.05s,60.8539035,536.046,5.977,-5.85,12.524,0.034,-0.034,9.678001,0.019,-0.019,11.8752,0.000215,-0.000215,16-03-2022,2022-03,16-03-2022
TOI-2338 b,TOI-2338,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,22.65398,0.00002,-0.00002,0,0.158,0.003,-0.003,0,11.209,0.224,-0.224,0,1,0.02,-0.02,0,1900.61387,66.74397,-63.56568,0,5.98,0.21,-0.2,0,Mass,0.676,0.002,-0.002,0,,,,,799,10,-11,0,0,<a refstr=BRAHM_ET_AL__2023 href=https://arxiv.org/abs/2304.02139 target=ref>Brahm et al. 2023</a>,,5581,60,-60,0,1.05,0.01,-0.01,0,0.99,0.03,-0.02,0,0.22,0.04,-0.04,0,[Fe/H],4.4,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h25m22.70s,81.3445824,-34d40m05.70s,-34.6682491,313.996,1.98,-1.956,12.483,0.03,-0.03,10.664,0.025,-0.025,12.1856,0.000129,-0.000129,10-04-2023,2023-04,10-04-2023
TOI-2364 b,TOI-2364,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,4.0197517,0.0000043,-0.0000043,0,0.04871,0.00069,-0.00079,0,8.608,0.258,-0.202,0,0.768,0.023,-0.018,0,71.51139,13.66662,-15.57359,0,0.225,0.043,-0.049,0,Mass,0,,,0,237,15,-12,0,1091,17,-14,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5306,76,-68,0,0.89,0.02,-0.02,0,0.95,0.04,-0.05,0,0.344,0.085,-0.085,0,[Fe/H],4.52,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h56m31.21s,89.1300265,-05d00m43.31s,-5.0120298,219.614,1.715,-1.689,12.234,0.057,-0.057,10.363,0.021,-0.021,12.0921,0.0006,-0.0006,27-02-2023,2023-03,27-02-2023
TOI-237 b,TOI-237,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,5.436098,0.000039,-0.000039,0,0.0341,0.001,-0.001,0,1.44,0.12,-0.12,0,0.128,0.011,-0.011,0,,,,,,,,,,0,,,0,3.7,0.5,-0.5,0,388,,,0,0,<a refstr=WAALKES_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...13W/abstract target=ref>Waalkes et al. 2021</a>,M4.5 V,3212,100,-100,0,0.21,0.01,-0.01,0,0.18,0,0,0,,,,,,5.04,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h32m58.45s,353.2435381,-29d24m59.35s,-29.416487,38.0749,0.2292,-0.2265,16.37,0.2,-0.2,10.896,0.025,-0.025,14.754,0.000823,-0.000823,10-12-2020,2021-01,17-12-2020
TOI-2373 b,TOI-2373,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,13.33668,0.00001,-0.00001,0,0.112,0.001,-0.001,0,10.424,0.224,-0.224,0,0.93,0.02,-0.02,0,2955.80419,63.56568,-63.56568,0,9.3,0.2,-0.2,0,Mass,0.112,0.007,-0.009,0,,,,,860,10,-10,0,0,<a refstr=EBERHARDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..271E/abstract target=ref>Eberhardt et al. 2023</a>,,5651,80,-80,0,1.1,0.02,-0.02,0,1.04,0.03,-0.03,0,0.3,0.05,-0.05,0,[Fe/H],4.37,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h06m44.69s,61.6862197,-16d45m20.72s,-16.7557546,508.686,7.431,-7.223,13.251,0.08,-0.08,11.586,0.025,-0.025,13.0711,0.000337,-0.000337,14-12-2023,2023-12,14-12-2023
TOI-238 b,TOI-238,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,1.273114,0.000002,-0.000002,0,0.0212,0.0004,-0.0004,0,1.612,0.096,-0.099,0,0.144,0.009,-0.009,0,,,,,,,,,,,,,,747.65,55.61,-55.61,0,1457,47,-47,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,,5080,130,-130,0,0.75,0.03,-0.03,0,0.79,0.05,-0.05,0,-0.05,0.23,-0.26,0,[Fe/H],4.58,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h16m55.46s,349.2310814,-18d36m23.93s,-18.6066463,80.5407,0.2672,-0.2655,10.748,0.013,-0.013,8.598,0.021,-0.021,10.4883,0.000367,-0.000367,15-04-2024,2023-11,15-04-2024
